Date,Open,High,Low,Close,Adj Close,Volume
31/07/2006,56.981525,56.981525,53.337475,53.968567,40.307415,23281
01/08/2006,54.151787,55.454689,53.948212,54.742165,40.885197,42782
02/08/2006,55.006817,55.006817,53.744633,53.887138,40.246609,453870
03/08/2006,54.02964,54.660732,53.744633,54.558945,40.748356,72482
04/08/2006,53.805706,54.355366,53.256046,53.256046,39.775261,218405
07/08/2006,52.44173,53.194969,51.362766,52.726742,39.37994,60450
08/08/2006,52.482449,53.011749,51.607063,51.769924,38.665321,53803
09/08/2006,51.708851,51.708851,50.996326,51.301693,38.315617,248677
10/08/2006,51.016685,51.322052,50.609528,50.996326,38.087547,257339
11/08/2006,51.199905,51.199905,48.858757,49.693428,37.114452,34057
14/08/2006,49.265911,50.650246,49.265911,50.283806,37.555378,69391
15/08/2006,49.856289,50.772392,49.774857,50.304161,37.570599,5217
16/08/2006,50.426308,51.281338,50.426308,51.118473,38.17878,31689
17/08/2006,51.0574,52.787815,50.894539,51.91243,38.771755,51311
18/08/2006,51.91243,51.91243,50.528095,50.528095,37.737839,88506
21/08/2006,50.568813,51.505272,49.998795,50.711319,37.874691,70176
22/08/2006,50.792747,51.790283,50.752033,51.301693,38.315617,25293
23/08/2006,51.607063,52.889603,51.098118,52.075291,38.893391,22974
24/08/2006,52.523163,53.724274,51.322052,53.113541,39.668835,42356
25/08/2006,53.703918,54.436798,53.357834,53.826061,40.200989,67528
28/08/2006,53.84642,54.355366,53.357834,54.111073,40.413853,52875
29/08/2006,54.335011,54.335011,52.319584,52.339943,39.091053,114002
30/08/2006,53.907494,53.907494,52.523163,53.235687,39.760048,21965
31/08/2006,53.337475,53.541054,52.991394,53.072823,39.63842,16347
01/09/2006,53.968567,54.803238,53.968567,54.599659,40.778767,181702
04/09/2006,54.660732,55.658268,54.660732,55.454689,41.417362,32069
05/09/2006,55.291824,55.576836,54.782883,54.803238,40.93082,120716
06/09/2006,54.843952,55.271469,54.335011,54.538586,40.733154,82742
07/09/2006,55.230755,55.230755,53.174614,53.256046,39.775261,30708
