Date,Close,Open,High,Low,Volume,% var.
13/04/2004,"8,770","8,580","8,810","8,580","4,47M","1,50%"
14/04/2004,"8,570","8,730","8,730","8,530","3,88M","-2,28%"
15/04/2004,"8,590","8,570","8,640","8,510","1,65M","0,23%"
16/04/2004,"8,460","8,600","8,600","8,440","2,21M","-1,51%"
19/04/2004,"8,460","8,410","8,560","8,410","2,02M","0,00%"
20/04/2004,"8,710","8,480","8,730","8,430","3,21M","2,96%"
21/04/2004,"8,720","8,620","8,860","8,570","2,61M","0,11%"
22/04/2004,"8,720","8,680","8,760","8,610","1,17M","0,00%"
23/04/2004,"8,930","8,740","8,960","8,740","3,48M","2,41%"
26/04/2004,"9,020","8,910","9,020","8,860","1,99M","1,01%"
27/04/2004,"8,950","8,990","8,990","8,820","2,59M","-0,78%"
28/04/2004,"8,720","8,920","8,920","8,720","2,73M","-2,57%"
29/04/2004,"8,560","8,680","8,710","8,540","3,97M","-1,83%"
30/04/2004,"8,660","8,550","8,840","8,550","4,86M","1,17%"
03/05/2004,"8,740","8,660","8,740","8,590","825,75K","0,92%"
04/05/2004,"8,680","8,810","8,810","8,660","1,29M","-0,69%"
05/05/2004,"8,830","8,600","8,840","8,600","1,51M","1,73%"
06/05/2004,"8,720","8,820","8,890","8,700","2,05M","-1,25%"
07/05/2004,"8,660","8,780","8,780","8,600","2,40M","-0,69%"
10/05/2004,"8,380","8,410","8,470","8,260","4,79M","-3,23%"
11/05/2004,"8,440","8,430","8,500","8,310","2,45M","0,72%"
12/05/2004,"8,480","8,500","8,550","8,430","1,41M","0,47%"
13/05/2004,"8,480","8,500","8,550","8,430","1,37M","0,00%"
14/05/2004,"8,460","8,400","8,500","8,300","2,76M","-0,24%"
17/05/2004,"8,420","8,200","8,460","8,170","1,56M","-0,47%"
18/05/2004,"8,460","8,420","8,510","8,340","1,22M","0,48%"
19/05/2004,"8,710","8,550","8,760","8,490","3,21M","2,96%"
20/05/2004,"8,600","8,610","8,620","8,530","729,16K","-1,26%"
21/05/2004,"8,720","8,660","8,790","8,590","1,78M","1,40%"
24/05/2004,"8,720","8,720","8,820","8,710","1,53M","0,00%"
25/05/2004,"8,620","8,640","8,660","8,570","994,11K","-1,15%"
26/05/2004,"8,840","8,680","8,860","8,680","2,13M","2,55%"
27/05/2004,"9,090","8,860","9,130","8,810","3,94M","2,83%"
28/05/2004,"9,040","9,080","9,140","9,020","2,86M","-0,55%"
31/05/2004,"9,080","9,040","9,100","8,880","751,53K","0,44%"
01/06/2004,"9,110","9,040","9,180","8,980","1,56M","0,33%"
02/06/2004,"9,220","9,090","9,260","9,090","1,75M","1,21%"
03/06/2004,"9,190","9,220","9,220","9,150","2,30M","-0,33%"
04/06/2004,"9,270","9,100","9,280","9,100","1,06M","0,87%"
07/06/2004,"9,440","9,270","9,450","9,270","2,72M","1,83%"
08/06/2004,"9,380","9,460","9,460","9,360","1,60M","-0,64%"
09/06/2004,"9,300","9,350","9,400","9,250","1,90M","-0,85%"
10/06/2004,"9,280","9,310","9,320","9,210","767,23K","-0,22%"
11/06/2004,"9,250","9,300","9,300","9,200","639,66K","-0,32%"
14/06/2004,"9,140","9,200","9,280","9,140","1,27M","-1,19%"
15/06/2004,"9,030","9,110","9,160","9,000","3,22M","-1,20%"
16/06/2004,"9,090","8,970","9,110","8,970","2,62M","0,66%"
17/06/2004,"9,020","9,100","9,180","9,000","2,33M","-0,77%"
18/06/2004,"9,060","9,080","9,110","8,960","2,54M","0,44%"
21/06/2004,"9,150","9,020","9,210","9,020","1,18M","0,99%"
22/06/2004,"9,110","9,200","9,230","9,060","6,04M","-0,44%"
23/06/2004,"9,150","9,180","9,180","9,100","1,33M","0,44%"
24/06/2004,"9,330","9,150","9,330","9,150","2,88M","1,97%"
25/06/2004,"9,330","9,300","9,370","9,300","2,23M","0,00%"
28/06/2004,"9,450","9,320","9,450","9,320","1,61M","1,29%"
29/06/2004,"9,420","9,450","9,450","9,360","2,23M","-0,32%"
30/06/2004,"9,420","9,400","9,540","9,370","3,29M","0,00%"
01/07/2004,"9,460","9,500","9,560","9,450","2,50M","0,42%"
02/07/2004,"9,380","9,420","9,530","9,320","1,92M","-0,85%"
05/07/2004,"9,330","9,150","9,340","9,150","883,53K","-0,53%"
06/07/2004,"9,190","9,360","9,360","9,130","2,17M","-1,50%"
07/07/2004,"9,230","9,160","9,320","9,160","1,11M","0,44%"
08/07/2004,"9,280","9,260","9,300","9,150","3,18M","0,54%"
09/07/2004,"9,260","9,250","9,280","9,200","1,58M","-0,22%"
12/07/2004,"9,380","9,310","9,410","9,260","2,66M","1,30%"
13/07/2004,"9,550","9,420","9,630","9,400","3,82M","1,81%"
14/07/2004,"9,500","9,550","9,550","9,440","2,71M","-0,52%"
15/07/2004,"9,470","9,540","9,590","9,430","2,16M","-0,32%"
16/07/2004,"9,570","9,430","9,600","9,430","1,57M","1,06%"
19/07/2004,"9,420","9,490","9,570","9,420","2,06M","-1,57%"
20/07/2004,"9,380","9,460","9,460","9,350","2,12M","-0,42%"
21/07/2004,"9,520","9,440","9,570","9,440","2,81M","1,49%"
22/07/2004,"9,250","9,460","9,460","9,230","3,09M","-2,84%"
23/07/2004,"9,230","9,290","9,350","9,220","644,60K","-0,22%"
26/07/2004,"9,260","9,130","9,340","8,990","694,37K","0,33%"
27/07/2004,"9,290","9,340","9,370","9,170","1,12M","0,32%"
28/07/2004,"9,230","9,360","9,360","9,170","1,08M","-0,65%"
29/07/2004,"9,310","9,260","9,360","9,260","836,16K","0,87%"
30/07/2004,"9,270","9,340","9,380","9,240","1,34M","-0,43%"
02/08/2004,"9,260","9,280","9,300","8,970","1,39M","-0,11%"
03/08/2004,"9,220","9,340","9,340","9,220","1,23M","-0,43%"
04/08/2004,"9,060","9,130","9,230","8,860","2,88M","-1,74%"
05/08/2004,"9,060","9,050","9,260","9,050","2,00M","0,00%"
06/08/2004,"8,760","9,020","9,020","8,740","2,00M","-3,31%"
09/08/2004,"8,750","8,720","8,790","8,630","1,61M","-0,11%"
10/08/2004,"8,860","8,660","8,930","8,660","2,66M","1,26%"
11/08/2004,"8,810","8,870","8,870","8,760","2,56M","-0,56%"
12/08/2004,"8,840","8,840","9,100","8,760","2,47M","0,34%"
13/08/2004,"8,880","8,710","8,950","8,710","781,80K","0,45%"
17/08/2004,"9,000","9,020","9,050","8,920","984,72K","1,35%"
18/08/2004,"8,920","8,970","9,000","8,870","1,11M","-0,89%"
19/08/2004,"9,020","8,980","9,020","8,920","935,32K","1,12%"
20/08/2004,"8,860","9,070","9,070","8,780","1,69M","-1,77%"
23/08/2004,"9,100","8,890","9,100","8,880","1,07M","2,71%"
24/08/2004,"9,090","9,040","9,110","9,040","1,05M","-0,11%"
25/08/2004,"8,990","9,090","9,130","8,920","1,23M","-1,10%"
26/08/2004,"9,040","8,970","9,100","8,970","1,07M","0,56%"
27/08/2004,"9,090","9,080","9,100","8,980","472,87K","0,55%"
30/08/2004,"9,070","9,130","9,130","9,020","512,09K","-0,22%"
31/08/2004,"8,970","8,990","9,070","8,970","1,08M","-1,10%"
01/09/2004,"8,960","9,010","9,060","8,900","954,56K","-0,11%"
02/09/2004,"8,980","8,990","9,010","8,910","617,09K","0,22%"
03/09/2004,"9,010","8,940","9,050","8,890","2,30M","0,33%"
06/09/2004,"9,060","9,050","9,130","8,980","1,06M","0,55%"
07/09/2004,"9,090","9,020","9,170","9,020","866,68K","0,33%"
08/09/2004,"9,080","9,130","9,140","9,020","667,23K","-0,11%"
09/09/2004,"9,030","9,100","9,100","8,990","612,00K","-0,55%"
10/09/2004,"9,020","9,010","9,110","8,970","1,00M","-0,11%"
13/09/2004,"9,120","9,070","9,160","9,000","1,08M","1,11%"
14/09/2004,"9,030","9,100","9,130","8,950","1,61M","-0,99%"
15/09/2004,"8,970","9,020","9,060","8,970","1,10M","-0,66%"
16/09/2004,"9,060","8,960","9,060","8,960","884,64K","1,00%"
17/09/2004,"9,090","9,120","9,160","9,020","1,34M","0,33%"
20/09/2004,"9,080","9,120","9,140","9,020","457,98K","-0,11%"
21/09/2004,"9,140","9,120","9,140","9,080","3,69M","0,66%"
22/09/2004,"9,060","9,160","9,160","9,060","870,02K","-0,88%"
23/09/2004,"9,000","9,170","9,170","8,950","1,35M","-0,66%"
24/09/2004,"9,060","8,970","9,060","8,970","1,16M","0,67%"
27/09/2004,"8,930","9,010","9,040","8,910","651,19K","-1,43%"
28/09/2004,"8,970","8,900","9,010","8,880","677,17K","0,45%"
29/09/2004,"9,050","8,940","9,060","8,940","915,19K","0,89%"
30/09/2004,"8,960","9,090","9,090","8,960","1,03M","-0,99%"
01/10/2004,"9,200","8,940","9,200","8,940","2,82M","2,68%"
04/10/2004,"9,300","9,210","9,410","9,210","2,21M","1,09%"
05/10/2004,"9,380","9,280","9,440","9,220","2,79M","0,86%"
06/10/2004,"9,390","9,420","9,450","9,340","2,64M","0,11%"
07/10/2004,"9,340","9,360","9,460","9,340","1,49M","-0,53%"
08/10/2004,"9,360","9,340","9,380","9,320","857,57K","0,21%"
11/10/2004,"9,160","9,340","9,380","9,130","968,57K","-2,14%"
13/10/2004,"8,970","9,180","9,200","8,950","1,89M","-2,07%"
14/10/2004,"8,880","8,860","9,020","8,860","1,87M","-1,00%"
15/10/2004,"8,860","8,870","8,880","8,760","4,34M","-0,23%"
18/10/2004,"8,820","8,880","8,930","8,780","1,26M","-0,45%"
19/10/2004,"8,930","8,800","9,010","8,800","1,43M","1,25%"
20/10/2004,"8,770","8,940","8,940","8,640","3,22M","-1,79%"
21/10/2004,"8,780","8,740","8,840","8,730","958,07K","0,11%"
22/10/2004,"8,840","8,830","8,860","8,770","638,13K","0,68%"
25/10/2004,"8,690","8,810","8,810","8,640","787,46K","-1,70%"
26/10/2004,"8,680","8,720","8,770","8,670","490,02K","-0,12%"
27/10/2004,"8,840","8,770","8,850","8,680","991,88K","1,84%"
28/10/2004,"8,780","8,930","8,960","8,700","1,95M","-0,68%"
29/10/2004,"8,770","8,820","8,860","8,740","1,36M","-0,11%"
02/11/2004,"8,840","8,840","8,970","8,800","963,30K","0,80%"
03/11/2004,"8,800","8,910","8,940","8,800","1,22M","-0,45%"
04/11/2004,"8,760","8,830","8,880","8,720","854,28K","-0,45%"
05/11/2004,"8,860","8,780","8,970","8,770","1,40M","1,14%"
08/11/2004,"8,930","8,860","8,950","8,790","633,45K","0,79%"
09/11/2004,"8,950","8,940","8,970","8,900","748,91K","0,22%"
10/11/2004,"9,100","8,970","9,200","8,970","2,52M","1,68%"
11/11/2004,"9,150","9,150","9,170","9,100","522,04K","0,55%"
12/11/2004,"9,240","9,240","9,350","9,210","1,36M","0,98%"
15/11/2004,"8,940","9,420","9,440","8,930","2,50M","-3,25%"
16/11/2004,"8,920","8,950","9,010","8,890","1,26M","-0,22%"
17/11/2004,"8,970","8,930","9,010","8,900","1,59M","0,56%"
18/11/2004,"8,840","8,940","8,990","8,810","1,89M","-1,45%"
19/11/2004,"8,880","8,850","8,940","8,840","1,09M","0,45%"
22/11/2004,"8,800","8,850","8,860","8,760","1,31M","-0,90%"
23/11/2004,"8,790","8,840","8,900","8,790","721,84K","-0,11%"
24/11/2004,"8,770","8,780","8,830","8,740","934,46K","-0,23%"
25/11/2004,"8,970","8,780","9,000","8,780","3,09M","2,28%"
26/11/2004,"9,000","8,970","9,010","8,920","1,07M","0,33%"
29/11/2004,"8,970","9,020","9,060","8,950","1,03M","-0,33%"
30/11/2004,"8,880","8,960","8,980","8,830","1,10M","-1,00%"
01/12/2004,"8,990","8,900","9,030","8,840","1,20M","1,24%"
02/12/2004,"8,910","9,020","9,020","8,890","2,84M","-0,89%"
03/12/2004,"8,920","8,930","8,960","8,840","1,78M","0,11%"
07/12/2004,"8,850","8,880","8,930","8,780","1,23M","-0,78%"
09/12/2004,"8,640","8,930","8,930","8,600","3,71M","-2,37%"
10/12/2004,"8,710","8,630","8,780","8,630","1,24M","0,81%"
13/12/2004,"8,740","8,700","8,780","8,680","790,01K","0,34%"
14/12/2004,"8,730","8,740","8,800","8,680","1,19M","-0,11%"
15/12/2004,"8,710","8,770","8,770","8,680","2,19M","-0,23%"
16/12/2004,"8,790","8,680","8,840","8,680","1,64M","0,92%"
17/12/2004,"8,860","8,760","8,880","8,760","2,62M","0,80%"
20/12/2004,"9,010","8,910","9,030","8,880","1,92M","1,69%"
21/12/2004,"9,120","9,020","9,120","8,950","1,96M","1,22%"
22/12/2004,"9,290","9,160","9,310","9,110","2,24M","1,86%"
23/12/2004,"9,300","9,290","9,360","9,240","4,82M","0,11%"
27/12/2004,"9,380","9,330","9,410","9,320","858,74K","0,86%"
28/12/2004,"9,410","9,380","9,410","9,360","575,90K","0,32%"
29/12/2004,"9,480","9,420","9,510","9,380","978,19K","0,74%"
30/12/2004,"9,510","9,490","9,590","9,430","1,16M","0,32%"
03/01/2005,"9,620","9,590","9,630","9,520","1,82M","1,16%"
04/01/2005,"9,590","9,580","9,590","9,380","2,11M","-0,31%"
05/01/2005,"9,380","9,500","9,510","9,380","2,40M","-2,19%"
07/01/2005,"9,200","9,350","9,500","9,170","3,13M","-1,92%"
10/01/2005,"9,250","9,240","9,270","9,210","2,97M","0,54%"
11/01/2005,"9,240","9,300","9,300","9,200","2,04M","-0,11%"
12/01/2005,"9,100","9,300","9,340","9,090","1,29M","-1,52%"
13/01/2005,"9,230","9,160","9,300","9,130","1,73M","1,43%"
14/01/2005,"9,140","9,180","9,250","9,130","1,59M","-0,98%"
17/01/2005,"9,330","9,230","9,370","9,150","3,30M","2,08%"
18/01/2005,"9,320","9,370","9,370","9,200","1,27M","-0,11%"
19/01/2005,"9,200","9,350","9,360","9,180","1,77M","-1,29%"
20/01/2005,"9,240","9,190","9,280","9,180","1,17M","0,43%"
21/01/2005,"9,320","9,280","9,370","9,200","1,86M","0,87%"
24/01/2005,"9,240","9,340","9,350","9,220","1,49M","-0,86%"
25/01/2005,"9,230","9,230","9,340","9,210","1,44M","-0,11%"
26/01/2005,"9,270","9,260","9,320","9,220","1,30M","0,43%"
27/01/2005,"9,300","9,340","9,380","9,270","1,01M","0,32%"
28/01/2005,"9,340","9,320","9,370","9,320","1,14M","0,43%"
31/01/2005,"9,410","9,350","9,420","9,350","1,08M","0,75%"
01/02/2005,"9,450","9,420","9,500","9,380","1,31M","0,43%"
02/02/2005,"9,670","9,460","9,720","9,430","3,67M","2,33%"
03/02/2005,"10,040","9,800","10,040","9,750","4,53M","3,83%"
04/02/2005,"10,730","10,070","10,870","10,040","8,06M","6,87%"
07/02/2005,"10,540","11,070","11,070","10,430","3,88M","-1,77%"
08/02/2005,"10,790","10,490","10,870","10,490","3,09M","2,37%"
09/02/2005,"10,720","10,870","10,870","10,580","2,25M","-0,65%"
10/02/2005,"10,540","10,650","10,760","10,430","2,87M","-1,68%"
11/02/2005,"10,670","10,590","10,670","10,550","1,75M","1,23%"
14/02/2005,"10,910","10,750","10,960","10,670","1,61M","2,25%"
15/02/2005,"10,910","10,960","11,160","10,880","2,61M","0,00%"
16/02/2005,"10,920","11,010","11,020","10,800","1,97M","0,09%"
17/02/2005,"11,060","10,910","11,110","10,910","2,39M","1,28%"
18/02/2005,"10,770","11,040","11,040","10,770","2,60M","-2,62%"
21/02/2005,"10,670","10,830","10,880","10,630","1,93M","-0,93%"
22/02/2005,"10,530","10,630","10,670","10,390","2,21M","-1,31%"
23/02/2005,"10,480","10,470","10,570","10,290","2,40M","-0,47%"
24/02/2005,"10,660","10,510","10,780","10,510","2,35M","1,72%"
25/02/2005,"10,630","10,780","10,830","10,630","1,68M","-0,28%"
28/02/2005,"10,550","10,650","10,700","10,490","1,58M","-0,75%"
01/03/2005,"10,540","10,500","10,570","10,460","1,56M","-0,09%"
02/03/2005,"10,470","10,580","10,580","10,390","1,86M","-0,66%"
03/03/2005,"10,550","10,540","10,590","10,460","969,83K","0,76%"
04/03/2005,"10,650","10,500","10,650","10,500","608,64K","0,95%"
07/03/2005,"10,640","10,710","10,710","10,510","991,99K","-0,09%"
08/03/2005,"10,410","10,630","10,690","10,370","2,09M","-2,16%"
09/03/2005,"10,380","10,430","10,510","10,350","5,53M","-0,29%"
10/03/2005,"10,180","10,310","10,350","10,090","1,80M","-1,93%"
11/03/2005,"10,160","10,250","10,270","10,150","1,28M","-0,20%"
14/03/2005,"10,050","10,110","10,210","10,030","1,12M","-1,08%"
15/03/2005,"10,100","10,050","10,170","10,050","836,03K","0,50%"
16/03/2005,"9,910","10,130","10,170","9,840","1,84M","-1,88%"
17/03/2005,"9,990","9,850","10,100","9,820","2,00M","0,81%"
18/03/2005,"10,140","10,170","10,250","10,040","2,12M","1,50%"
21/03/2005,"10,090","10,190","10,270","10,060","1,29M","-0,49%"
22/03/2005,"10,290","10,150","10,330","10,130","1,70M","1,98%"
23/03/2005,"10,170","10,170","10,290","10,110","1,57M","-1,17%"
24/03/2005,"10,290","10,270","10,350","10,150","1,05M","1,18%"
29/03/2005,"10,190","10,290","10,310","10,130","2,16M","-0,97%"
30/03/2005,"10,290","10,110","10,290","10,110","1,63M","0,98%"
31/03/2005,"10,190","10,370","10,380","10,150","1,17M","-0,97%"
01/04/2005,"10,200","10,200","10,310","10,190","895,27K","0,10%"
04/04/2005,"9,940","10,110","10,170","9,920","1,63M","-2,55%"
05/04/2005,"9,910","9,960","10,060","9,850","4,05M","-0,30%"
06/04/2005,"9,950","9,960","10,040","9,870","1,39M","0,40%"
07/04/2005,"10,090","9,980","10,130","9,950","1,42M","1,41%"
08/04/2005,"10,210","10,170","10,230","10,090","1,40M","1,19%"
11/04/2005,"10,100","10,140","10,190","10,080","1,88M","-1,08%"
12/04/2005,"10,090","10,150","10,150","10,080","956,91K","-0,10%"
13/04/2005,"10,130","10,150","10,180","10,090","780,49K","0,40%"
14/04/2005,"9,940","10,090","10,090","9,900","1,98M","-1,88%"
15/04/2005,"9,650","9,820","9,870","9,610","4,00M","-2,92%"
18/04/2005,"9,590","9,530","9,630","9,460","2,58M","-0,62%"
19/04/2005,"9,630","9,590","9,790","9,590","1,65M","0,42%"
20/04/2005,"9,590","9,730","9,760","9,550","1,06M","-0,42%"
21/04/2005,"9,640","9,510","9,650","9,510","764,75K","0,52%"
22/04/2005,"9,670","9,750","9,790","9,630","1,64M","0,31%"
25/04/2005,"9,710","9,600","9,760","9,600","899,60K","0,41%"
26/04/2005,"9,720","9,780","9,780","9,620","1,17M","0,10%"
27/04/2005,"9,570","9,750","9,850","9,510","1,97M","-1,54%"
28/04/2005,"9,510","9,590","9,670","9,510","1,25M","-0,63%"
29/04/2005,"9,260","9,420","9,480","9,260","3,66M","-2,63%"
02/05/2005,"9,400","9,310","9,460","9,310","952,02K","1,51%"
03/05/2005,"9,470","9,370","9,490","9,370","1,18M","0,74%"
04/05/2005,"9,430","9,500","9,500","9,290","2,06M","-0,42%"
05/05/2005,"9,300","9,480","9,510","9,280","2,47M","-1,38%"
06/05/2005,"9,310","9,320","9,350","9,260","2,21M","0,11%"
09/05/2005,"9,280","9,310","9,380","9,260","1,18M","-0,32%"
10/05/2005,"9,220","9,330","9,330","9,180","936,24K","-0,65%"
11/05/2005,"9,180","9,230","9,260","9,150","1,34M","-0,43%"
12/05/2005,"9,160","9,240","9,270","9,140","879,16K","-0,22%"
13/05/2005,"9,130","9,140","9,170","9,040","2,37M","-0,33%"
16/05/2005,"9,180","9,140","9,200","9,130","755,20K","0,55%"
17/05/2005,"9,250","9,220","9,280","9,170","1,45M","0,76%"
18/05/2005,"9,470","9,280","9,510","9,280","2,10M","2,38%"
19/05/2005,"9,400","9,470","9,520","9,370","1,42M","-0,74%"
20/05/2005,"9,360","9,420","9,420","9,340","920,11K","-0,43%"
23/05/2005,"9,460","9,460","9,480","9,400","1,22M","1,07%"
24/05/2005,"9,330","9,460","9,490","9,300","1,61M","-1,37%"
25/05/2005,"9,260","9,300","9,340","9,220","918,75K","-0,75%"
26/05/2005,"9,220","9,240","9,300","9,220","1,85M","-0,43%"
27/05/2005,"9,260","9,220","9,300","9,170","2,75M","0,43%"
30/05/2005,"9,490","9,220","9,520","9,220","2,43M","2,48%"
31/05/2005,"9,450","9,490","9,490","9,400","1,38M","-0,42%"
01/06/2005,"9,590","9,460","9,630","9,420","1,61M","1,48%"
02/06/2005,"9,480","9,600","9,650","9,460","1,85M","-1,15%"
03/06/2005,"9,460","9,540","9,550","9,460","1,20M","-0,21%"
06/06/2005,"9,460","9,510","9,520","9,440","1,10M","0,00%"
07/06/2005,"9,460","9,510","9,520","9,380","1,37M","0,00%"
08/06/2005,"9,460","9,430","9,460","9,380","1,12M","0,00%"
09/06/2005,"9,300","9,460","9,460","9,260","1,91M","-1,69%"
10/06/2005,"9,370","9,350","9,400","9,310","1,58M","0,75%"
13/06/2005,"9,380","9,390","9,390","9,290","868,88K","0,11%"
14/06/2005,"9,330","9,410","9,420","9,280","1,11M","-0,53%"
15/06/2005,"9,290","9,380","9,380","9,280","1,33M","-0,43%"
16/06/2005,"9,450","9,300","9,520","9,300","3,28M","1,72%"
17/06/2005,"9,550","9,510","9,610","9,470","3,15M","1,06%"
20/06/2005,"9,420","9,590","9,590","9,360","1,67M","-1,36%"
21/06/2005,"9,340","9,460","9,470","9,300","1,56M","-0,85%"
22/06/2005,"9,320","9,330","9,360","9,290","1,58M","-0,21%"
23/06/2005,"9,320","9,300","9,390","9,260","1,27M","0,00%"
24/06/2005,"9,220","9,260","9,280","9,140","1,37M","-1,07%"
27/06/2005,"9,210","9,220","9,220","9,150","3,70M","-0,11%"
28/06/2005,"9,180","9,200","9,220","9,150","1,21M","-0,33%"
29/06/2005,"9,220","9,250","9,250","9,170","1,21M","0,44%"
30/06/2005,"9,080","9,180","9,230","9,060","2,17M","-1,52%"
01/07/2005,"9,010","9,100","9,100","8,970","3,55M","-0,77%"
04/07/2005,"9,130","9,060","9,170","9,010","3,10M","1,33%"
05/07/2005,"9,080","9,170","9,170","9,020","1,63M","-0,55%"
06/07/2005,"9,080","9,130","9,130","9,040","1,51M","0,00%"
07/07/2005,"9,000","9,050","9,080","8,780","3,10M","-0,88%"
08/07/2005,"9,000","9,060","9,060","8,980","1,63M","0,00%"
11/07/2005,"8,960","9,020","9,020","8,930","2,98M","-0,44%"
12/07/2005,"8,930","9,000","9,000","8,910","1,51M","-0,33%"
13/07/2005,"9,010","8,960","9,090","8,930","1,32M","0,90%"
14/07/2005,"9,010","9,050","9,150","9,010","3,43M","0,00%"
15/07/2005,"9,020","9,030","9,100","9,020","909,90K","0,11%"
18/07/2005,"9,080","9,060","9,130","9,040","1,31M","0,67%"
19/07/2005,"9,260","9,100","9,280","9,080","3,04M","1,98%"
20/07/2005,"9,440","9,210","9,480","9,200","3,15M","1,94%"
21/07/2005,"9,450","9,500","9,570","9,350","2,50M","0,11%"
22/07/2005,"9,460","9,470","9,510","9,380","1,08M","0,11%"
25/07/2005,"9,420","9,520","9,530","9,350","854,79K","-0,42%"
26/07/2005,"9,310","9,440","9,440","9,260","1,40M","-1,17%"
27/07/2005,"9,550","9,340","9,550","9,340","1,83M","2,58%"
28/07/2005,"9,480","9,580","9,580","9,410","1,62M","-0,73%"
29/07/2005,"9,460","9,550","9,550","9,420","904,61K","-0,21%"
01/08/2005,"9,430","9,460","9,500","9,340","819,63K","-0,32%"
02/08/2005,"9,440","9,400","9,450","9,380","457,39K","0,11%"
03/08/2005,"9,570","9,460","9,620","9,450","1,97M","1,38%"
04/08/2005,"9,540","9,570","9,610","9,470","936,91K","-0,31%"
05/08/2005,"9,630","9,510","9,680","9,510","2,12M","0,94%"
08/08/2005,"9,840","9,790","9,950","9,730","3,05M","2,18%"
09/08/2005,"9,900","9,840","9,930","9,840","1,21M","0,61%"
10/08/2005,"9,920","9,930","9,990","9,880","1,15M","0,20%"
11/08/2005,"10,000","9,870","10,030","9,840","1,27M","0,81%"
12/08/2005,"9,910","10,030","10,070","9,880","977,03K","-0,90%"
15/08/2005,"9,890","9,910","10,010","9,880","428,79K","-0,20%"
16/08/2005,"9,840","9,910","9,990","9,800","970,03K","-0,51%"
17/08/2005,"9,800","9,810","9,810","9,710","1,03M","-0,41%"
18/08/2005,"9,750","9,810","9,820","9,670","981,89K","-0,51%"
19/08/2005,"9,830","9,720","9,870","9,720","876,31K","0,82%"
22/08/2005,"9,860","9,810","9,920","9,810","551,61K","0,31%"
23/08/2005,"9,770","9,800","9,870","9,710","941,10K","-0,91%"
24/08/2005,"9,670","9,710","9,730","9,610","2,01M","-1,02%"
25/08/2005,"9,550","9,640","9,650","9,510","1,15M","-1,24%"
26/08/2005,"9,530","9,580","9,620","9,450","1,31M","-0,21%"
29/08/2005,"9,540","9,440","9,590","9,380","627,63K","0,10%"
30/08/2005,"9,470","9,590","9,600","9,460","862,42K","-0,73%"
31/08/2005,"9,560","9,450","9,590","9,450","1,07M","0,95%"
01/09/2005,"9,530","9,580","9,690","9,510","1,38M","-0,31%"
02/09/2005,"9,420","9,530","9,590","9,420","1,76M","-1,15%"
05/09/2005,"9,460","9,440","9,490","9,420","2,51M","0,42%"
06/09/2005,"9,480","9,430","9,510","9,430","2,34M","0,21%"
07/09/2005,"9,670","9,490","9,670","9,470","2,21M","2,00%"
08/09/2005,"9,610","9,700","9,710","9,550","973,30K","-0,62%"
09/09/2005,"9,560","9,630","9,630","9,520","699,72K","-0,52%"
12/09/2005,"9,590","9,590","9,630","9,560","1,03M","0,31%"
13/09/2005,"9,500","9,600","9,620","9,460","1,44M","-0,94%"
14/09/2005,"9,490","9,460","9,550","9,460","884,54K","-0,11%"
15/09/2005,"9,510","9,510","9,580","9,460","1,68M","0,21%"
16/09/2005,"9,430","9,490","9,510","9,400","3,00M","-0,84%"
19/09/2005,"9,390","9,410","9,430","9,350","1,91M","-0,42%"
20/09/2005,"9,220","9,420","9,510","9,070","4,68M","-1,81%"
21/09/2005,"9,110","9,200","9,220","9,010","4,16M","-1,19%"
22/09/2005,"9,150","9,100","9,220","9,060","1,73M","0,44%"
23/09/2005,"9,260","9,170","9,280","9,170","1,66M","1,20%"
26/09/2005,"9,140","9,270","9,340","9,040","3,41M","-1,30%"
27/09/2005,"9,120","9,100","9,150","9,080","1,14M","-0,22%"
28/09/2005,"9,160","9,130","9,180","9,100","2,12M","0,44%"
29/09/2005,"9,220","9,190","9,290","9,160","2,35M","0,66%"
30/09/2005,"9,310","9,290","9,440","9,250","3,23M","0,98%"
03/10/2005,"9,340","9,400","9,470","9,300","2,50M","0,32%"
04/10/2005,"9,320","9,390","9,390","9,270","1,99M","-0,21%"
05/10/2005,"9,230","9,250","9,320","9,210","1,61M","-0,97%"
06/10/2005,"9,200","9,190","9,200","9,100","1,83M","-0,33%"
07/10/2005,"9,250","9,180","9,250","9,130","1,45M","0,54%"
10/10/2005,"9,190","9,300","9,300","9,160","1,23M","-0,65%"
11/10/2005,"9,220","9,220","9,260","9,180","1,48M","0,33%"
12/10/2005,"9,110","9,180","9,190","9,090","961,53K","-1,19%"
13/10/2005,"8,970","9,130","9,130","8,940","1,78M","-1,54%"
14/10/2005,"9,070","9,020","9,100","8,950","1,30M","1,11%"
17/10/2005,"9,030","9,100","9,130","9,020","1,24M","-0,44%"
18/10/2005,"9,030","9,090","9,100","9,010","590,89K","0,00%"
19/10/2005,"8,890","9,010","9,010","8,830","2,29M","-1,55%"
20/10/2005,"8,780","8,940","9,050","8,760","1,77M","-1,24%"
21/10/2005,"8,730","8,760","8,890","8,720","1,77M","-0,57%"
24/10/2005,"8,870","8,780","8,870","8,720","1,62M","1,60%"
25/10/2005,"8,820","8,960","8,970","8,810","1,33M","-0,56%"
26/10/2005,"8,780","8,800","8,890","8,720","1,33M","-0,45%"
27/10/2005,"8,780","8,780","8,820","8,700","1,70M","0,00%"
