Date,Close,Open,High,Low,Volume,% var.
18/08/2000,"6,730","6,910","6,910","6,660","361,27K","-1,61%"
21/08/2000,"6,870","6,800","6,870","6,800","292,45K","2,08%"
22/08/2000,"7,050","6,850","7,050","6,850","678,61K","2,62%"
23/08/2000,"6,850","7,050","7,050","6,840","391,06K","-2,84%"
24/08/2000,"6,850","6,870","6,950","6,830","308,72K","0,00%"
25/08/2000,"6,750","6,850","6,890","6,750","333,95K","-1,46%"
28/08/2000,"6,770","6,760","6,840","6,710","98,85K","0,30%"
29/08/2000,"6,630","6,800","6,840","6,610","235,01K","-2,07%"
30/08/2000,"6,700","6,690","6,770","6,610","149,31K","1,06%"
31/08/2000,"6,650","6,670","6,760","6,630","432,18K","-0,75%"
01/09/2000,"6,810","6,650","6,820","6,650","409,11K","2,41%"
04/09/2000,"6,890","6,850","6,950","6,820","360,99K","1,17%"
05/09/2000,"6,850","6,940","6,950","6,830","423,28K","-0,58%"
06/09/2000,"6,640","6,830","6,910","6,610","652,92K","-3,07%"
07/09/2000,"6,430","6,650","6,710","6,390","1,86M","-3,16%"
08/09/2000,"6,420","6,480","6,610","6,420","710,14K","-0,16%"
11/09/2000,"6,510","6,430","6,540","6,430","489,78K","1,40%"
12/09/2000,"6,440","6,580","6,580","6,410","530,77K","-1,08%"
13/09/2000,"6,490","6,450","6,520","6,410","651,86K","0,78%"
14/09/2000,"6,510","6,450","6,560","6,440","617,90K","0,31%"
15/09/2000,"6,500","6,500","6,660","6,500","1,01M","-0,15%"
18/09/2000,"6,360","6,560","6,560","6,360","424,74K","-2,15%"
19/09/2000,"6,160","6,360","6,360","6,100","1,19M","-3,14%"
20/09/2000,"6,040","6,310","6,310","6,040","1,42M","-1,95%"
21/09/2000,"6,040","6,040","6,120","5,940","1,18M","0,00%"
22/09/2000,"6,040","6,070","6,070","5,960","1,27M","0,00%"
25/09/2000,"6,080","6,140","6,200","6,040","748,63K","0,66%"
26/09/2000,"6,040","6,100","6,100","6,000","2,01M","-0,66%"
27/09/2000,"6,140","6,060","6,140","6,030","476,25K","1,66%"
28/09/2000,"6,120","6,170","6,280","6,100","642,33K","-0,33%"
29/09/2000,"6,040","6,180","6,220","6,040","615,31K","-1,31%"
02/10/2000,"5,980","6,040","6,080","5,960","859,09K","-0,99%"
03/10/2000,"6,040","5,980","6,060","5,970","1,14M","1,00%"
04/10/2000,"6,190","6,080","6,220","6,060","1,04M","2,48%"
05/10/2000,"6,280","6,210","6,320","6,190","926,31K","1,45%"
06/10/2000,"6,360","6,330","6,430","6,290","782,35K","1,27%"
09/10/2000,"6,290","6,480","6,560","6,260","1,01M","-1,10%"
10/10/2000,"6,580","6,440","6,580","6,370","1,11M","4,61%"
11/10/2000,"6,180","6,440","6,520","6,120","935,53K","-6,08%"
13/10/2000,"6,450","6,100","6,480","6,090","1,58M","4,37%"
16/10/2000,"6,410","6,610","6,630","6,340","1,36M","-0,62%"
17/10/2000,"6,270","6,390","6,460","6,250","605,38K","-2,18%"
18/10/2000,"6,160","6,240","6,320","6,060","591,70K","-1,75%"
19/10/2000,"6,070","6,200","6,200","6,070","783,68K","-1,46%"
20/10/2000,"6,130","6,160","6,230","6,090","1,49M","0,99%"
23/10/2000,"6,080","6,190","6,190","6,040","881,86K","-0,82%"
24/10/2000,"6,200","6,040","6,200","6,040","1,78M","1,97%"
25/10/2000,"6,360","6,190","6,380","6,150","735,01K","2,58%"
26/10/2000,"6,170","6,360","6,430","6,170","394,07K","-2,99%"
27/10/2000,"6,160","6,260","6,390","6,160","537,06K","-0,16%"
30/10/2000,"6,610","6,240","6,610","6,150","802,67K","7,31%"
31/10/2000,"6,600","6,580","6,660","6,480","1,64M","-0,15%"
02/11/2000,"6,670","6,610","6,700","6,550","2,29M","1,06%"
03/11/2000,"6,500","6,610","6,700","6,480","1,00M","-2,55%"
06/11/2000,"6,440","6,630","6,660","6,340","590,84K","-0,92%"
07/11/2000,"6,610","6,370","6,630","6,350","663,09K","2,64%"
08/11/2000,"6,550","6,630","6,640","6,510","599,22K","-0,91%"
09/11/2000,"6,320","6,510","6,570","6,140","981,48K","-3,51%"
10/11/2000,"6,140","6,340","6,340","6,120","959,33K","-2,85%"
