Date,Open,High,Low,Close,Adj Close,Volume
04/01/2000,21.531742,21.531742,20.573809,20.573809,5.189647,14457556
05/01/2000,20.356096,21.466429,19.245764,20.24724,5.107273,22038663
06/01/2000,20.24724,20.24724,20.24724,20.24724,5.107273,0
07/01/2000,20.029528,20.373512,19.724731,20.142738,5.087617,119855556
10/01/2000,20.464952,20.682665,19.977278,20.464952,5.169001,116511521
11/01/2000,20.726208,22.424362,20.473661,22.054253,5.570423,30386838
12/01/2000,21.901854,23.687094,21.67108,22.642075,5.718893,27575099
13/01/2000,22.990416,26.038387,22.685617,25.690046,6.488743,49697417
14/01/2000,25.690046,28.302593,25.254622,26.996321,6.81868,30016567
17/01/2000,27.388203,29.935436,27.388203,29.369385,7.418065,42257839
18/01/2000,30.479717,33.767174,29.587097,32.134331,8.116431,70757266
19/01/2000,32.134331,32.134331,27.431746,28.389679,7.17061,39815165
20/01/2000,29.565325,30.044292,25.907759,27.845398,7.033141,54828502
21/01/2000,28.302593,29.608868,26.016615,29.216986,7.379572,60423673
24/01/2000,29.608868,29.913666,28.95573,29.260529,7.39057,16500620
25/01/2000,28.95573,29.630638,28.607391,29.195213,7.374073,22638653
26/01/2000,29.783037,30.523258,29.325842,30.00075,7.577534,25344173
27/01/2000,30.414404,30.588573,29.304071,29.391155,7.423564,19376434
28/01/2000,30.479717,30.479717,28.73802,29.521784,7.456558,20919870
31/01/2000,29.042816,29.500011,27.431746,27.431746,6.928661,16645708
01/02/2000,27.431746,28.084883,26.539125,26.952778,6.807685,20295939
02/02/2000,27.105177,28.150196,26.647982,28.084883,7.093629,17726206
03/02/2000,28.302593,29.717724,28.150196,29.587097,7.473054,22998531
04/02/2000,29.587097,29.652411,28.150196,28.999273,7.324584,17247650
07/02/2000,29.042816,29.456469,27.693001,27.693001,6.994648,14846947
08/02/2000,27.86717,29.587097,27.649458,29.543554,7.462054,22010645
09/02/2000,29.608868,30.327318,29.195213,29.913666,7.555541,18325793
10/02/2000,29.608868,29.913666,29.434698,29.82658,7.533543,8334394
11/02/2000,29.913666,32.330273,29.695953,30.044292,7.588533,43293724
14/02/2000,29.369385,29.82658,27.86717,28.73802,7.258596,36753670
15/02/2000,29.238756,29.238756,27.693001,27.736542,7.005645,9718388
16/02/2000,28.084883,28.607391,26.778608,26.996321,6.81868,23672242
17/02/2000,27.214033,28.520306,27.083406,28.237282,7.132124,12183626
18/02/2000,28.520306,29.129902,27.932484,28.95573,7.313583,16871178
21/02/2000,29.173443,29.282299,27.976027,29.238756,7.385072,13221349
22/02/2000,29.282299,29.82658,28.803331,29.543554,7.462054,26817505
23/02/2000,29.739494,30.89337,29.195213,30.828056,7.786498,16813878
24/02/2000,30.871599,30.958685,29.978979,30.240232,7.638024,25181631
25/02/2000,29.957207,31.067539,29.891893,30.501488,7.704012,27066056
28/02/2000,30.436174,30.479717,28.498535,28.498535,7.198108,17465655
29/02/2000,29.173443,29.173443,28.520306,28.542078,7.209104,10065751
01/03/2000,28.95573,29.10813,27.714771,27.976027,7.066134,16206367
02/03/2000,28.302593,28.716248,27.693001,27.954254,7.060635,30846791
03/03/2000,28.302593,28.433222,27.039864,27.388203,6.917659,24552876
06/03/2000,28.06311,28.06311,26.996321,27.018091,6.82418,17248855
07/03/2000,27.192263,28.999273,27.039864,28.302593,7.148617,27015875
08/03/2000,28.084883,29.216986,28.019567,28.607391,7.225602,15692271
09/03/2000,28.607391,28.73802,27.475288,27.86717,7.038639,23825540
10/03/2000,28.302593,28.302593,26.974548,26.996321,6.81868,29075704
13/03/2000,26.996321,26.996321,26.996321,26.996321,6.81868,0
14/03/2000,26.996321,28.302593,26.822151,27.693001,6.994648,29883249
15/03/2000,27.605915,28.193739,27.105177,27.693001,6.994648,25123641
